ID_DEPARTAMENTO,DEPARTAMENTO,ID_MUNICIPIO,MUNICIPIO,Latitud,Longitud,LOCALIDAD,Solar_radiation_promedio,Wind_promedio,consumo_energia_promedio,tipo_cultivo,Desecho_Ton_promedio,Solar_norm,Wind_norm,Desecho_norm,Indice_Solar,Indice_Eolico,Indice_Biomasa,Energia_Prioritaria
19,CAUCA,19418,LÓPEZ,3.004,-77.222,ZARAGOZA (LOPEZ (MICAY) - CAUCA),15667.7412109375,0.9333333373069762,7575.5,PALMA DE ACEITE,369.42253479590784,0.7968683770281225,0.21292776373737063,0.37999687919234554,6036.676390176543,1613.0342741924512,2878.6663583216136,Solar
19,CAUCA,19418,LÓPEZ,3.004,-77.222,ZARAGOZA (LÓPEZ DE MICAY - CAUCA),15667.7412109375,0.9333333373069762,12919.1,PALMA DE ACEITE,369.42253479590784,0.7968683770281225,0.21292776373737063,0.37999687919234554,10294.822249664017,2750.835072499465,4909.2176819738315,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,CHACON (TIMBIQUÍ - CAUCA),15190.25,1.1083333492279055,4675.57,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775613,0.37999687919234554,3612.265705181637,1182.2259257742928,1776.702008445355,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,COMUNIDAD DE CHETE (TIMBIQUÍ - CAUCA),15190.25,1.108333349227906,6723.11,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775624,0.37999687919234554,5194.160216864193,1699.9499406131038,2554.76081846685,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,COTEJE (TIMBIQUÍ - CAUCA),15190.25,1.1083333492279055,10292.2,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775613,0.37999687919234554,7951.578329673269,2602.400493042384,3911.003880023459,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,LOS BRAZOS (TIMBIQUÍ - CAUCA),15190.25,1.1083333492279062,8724.97,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.2528517219877563,0.37999687919234554,6740.76313898383,2206.123688791514,3315.461371046839,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,PUERTO SAIJA (TIMBIQUÍ - CAUCA),15190.25,1.108333349227906,36929.06,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775624,0.37999687919234554,28530.762444492324,9337.57641238917,14032.927551506878,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,SAN JOSE (TIMBIQUÍ - CAUCA),15190.25,1.108333349227906,11616.92,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775624,0.37999687919234554,8975.03442699792,2937.358226194005,4414.393345827143,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,SANTA MARÍA (TIMBIQUÍ - CAUCA),15190.25,1.1083333492279062,18233.34,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.2528517219877563,0.37999687919234554,14086.767767976215,4610.331416588237,6928.612297252962,Solar
19,CAUCA,19809,TIMBIQUÍ,2.702,-77.495,SANTA ROSA DE SAIJA (TIMBIQUÍ - CAUCA),15190.25,1.108333349227906,5015.38,PALMA DE ACEITE,369.42253479590784,0.7725829589080341,0.25285172198775624,0.37999687919234554,3874.797120448176,1268.147469422953,1905.828747963706,Solar
27,CHOCÓ,27001,QUIBDÓ,5.941,-76.667,TAGACHI (QUIBDÓ - CHOCÓ),16583.31640625,0.725000023841858,8008.22,PALMA DE ACEITE,972.172549366951,0.8434349439705582,0.1653992497810175,1.0,6754.412587003903,1324.55358008134,8008.22,Biomasa
27,CHOCÓ,27006,ACANDÍ,8.435,-77.292,ACANDÍ (ACANDÍ - CHOCÓ),18501.55078125,2.0583333969116206,783237.83,PALMA DE ACEITE,972.172549366951,0.9409972085360921,0.46958177717612876,1.0,737024.6116498662,367794.2121629746,783237.83,Biomasa
27,CHOCÓ,27006,ACANDÍ,8.435,-77.292,CAPURGANA (ACANDÍ - CHOCÓ),18501.55078125,2.0583333969116206,367583.04,PALMA DE ACEITE,972.172549366951,0.9409972085360921,0.46958177717612876,1.0,345894.6145452107,172610.297183004,367583.04,Biomasa
27,CHOCÓ,27006,ACANDÍ,8.435,-77.292,SAN FRANCISCO (ACANDÍ - CHOCÓ),18501.55078125,2.0583333969116206,23129.58,PALMA DE ACEITE,972.172549366951,0.9409972085360921,0.46958177717612876,1.0,21764.870214612227,10861.229281737445,23129.58,Biomasa
27,CHOCÓ,27025,ALTO BAUDÓ,5.641,-77.088,CIUDAD BAUDO (ALTO BAUDO (PIE DE PATO) - CHOCO),16243.349609375,1.066666722297669,60399.25,PALMA DE ACEITE,972.172549366951,0.8261440795107781,0.24334602735529648,1.0,49898.48279439136,14697.917542739391,60399.25,Biomasa
27,CHOCÓ,27025,ALTO BAUDÓ,5.641,-77.088,CIUDAD BAUDO - PIE DE PATO (ALTO BAUDO - CHOCÓ),16243.349609375,1.066666722297669,61547.75,PALMA DE ACEITE,972.172549366951,0.8261440795107781,0.24334602735529648,1.0,50847.30926970949,14977.400455156949,61547.75,Biomasa
27,CHOCÓ,27025,ALTO BAUDÓ,5.641,-77.088,PLAYITA CATRU (ALTO BAUDO - CHOCÓ),16243.349609375,1.0666667222976691,706.33,PALMA DE ACEITE,972.172549366951,0.8261440795107781,0.2433460273552965,1.0,583.5303476808479,171.8825995018666,706.33,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,CIUDAD MUTIS (BAHÍA SOLANO - CHOCÓ),17167.80859375,1.483333349227906,898227.28,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.3384030552680029,1.0,784298.3593792522,303962.85587706795,898227.28,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,CUPICA (BAHIA SOLANO (MUTIS) - CHOCO),17167.80859375,1.483333349227909,89240.5,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.33840305526800357,1.0,77921.4562935387,30199.257853644274,89240.5,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,CUPICA (BAHÍA SOLANO - CHOCÓ),17167.80859375,1.483333349227906,83264.74,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.3384030552680029,1.0,72703.64687224818,28177.042412095892,83264.74,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,EL VALLE (BAHIA SOLANO (MUTIS) - CHOCO),17167.80859375,1.483333349227909,229283.0,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.33840305526800357,1.0,200201.31289438577,77590.06772101366,229283.0,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,EL VALLE (BAHÍA SOLANO - CHOCÓ),17167.80859375,1.4833333492279055,223052.89,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.3384030552680028,1.0,194761.41459631553,75481.77946235775,223052.89,Biomasa
27,CHOCÓ,27075,BAHÍA SOLANO,6.294,-77.358,MUTIS (BAHIA SOLANO (MUTIS) - CHOCO),17167.80859375,1.4833333492279104,945042.67,PALMA DE ACEITE,972.172549366951,0.873162479967489,0.3384030552680039,1.0,825175.8014122973,319805.326886632,945042.67,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,BELEN DE DOCAMPADO (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720892,11350.33,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937226,1.0,9256.788766558579,2956.2647023953905,11350.33,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,BUENAVISTA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),16035.099609375,1.1416666507720936,5804.61,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937236,1.0,4733.963562491451,1511.8471140637648,5804.61,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,BUENAVISTA (BAJO BAUDO - CHOCÓ),16035.099609375,1.1416666507720918,5105.0,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937232,1.0,4163.394954444632,1329.629297626457,5105.0,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,FIRME DE USARGA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),16035.099609375,1.141666650772093,1103.0,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937234,1.0,899.5542869250596,287.28327429617696,1103.0,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,FIRME DE USARGA (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720907,1357.2,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937229,1.0,1106.8677046370724,353.49126008592077,1357.2,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,GUINEAL (BAJO BAUDÓ (PIZARRO) - CHOCÓ),16035.099609375,1.141666650772093,7821.58,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937234,1.0,6378.908267930469,2037.1796124836733,7821.58,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,GUINEAL (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720907,5992.0,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937229,1.0,4886.789924981829,1560.6540159407878,5992.0,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,ORPUA (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720934,995.47,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.26045627769372354,1.0,811.8579383547499,259.276410755771,995.47,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,PILIZA (BAJO BAUDÓ (PIZARRO) - CHOCÓ),16035.099609375,1.1416666507720934,9562.12,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.26045627769372354,1.0,7798.409826012558,2490.5141820607078,9562.12,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,PILIZA - BELLAVISTA - VILLA LUZ (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720896,4449.75,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.26045627769372265,1.0,3629.0042504485805,1158.9653216676425,4449.75,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,PIZARRO (BAJO BAUDÓ (PIZARRO) - CHOCÓ),16035.099609375,1.1416666507720945,290480.31,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937238,1.0,236901.91126728946,75657.42028591898,290480.31,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,PIZARRO (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720934,301347.59,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.26045627769372354,1.0,245764.7474515279,78487.87158337435,301347.59,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,SIVIRU (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720932,7982.79,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937235,1.0,6510.383468832726,2079.167769010679,7982.79,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,TERRON (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720934,5689.69,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.26045627769372354,1.0,4640.240281753982,1481.9154786312017,5689.69,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,VIRUDO,16035.099609375,1.1416666507720898,7551.0,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937227,1.0,6158.236102059043,1966.7053528653,7551.0,Biomasa
27,CHOCÓ,27077,BAJO BAUDÓ,5.014,-77.221,VIRUDO (BAJO BAUDÓ - CHOCÓ),16035.099609375,1.1416666507720925,8530.6,PALMA DE ACEITE,972.172549366951,0.8155523906845509,0.2604562776937233,1.0,6957.15122397363,2221.848322494076,8530.6,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,BELLAVISTA (BOJAYÁ (BELLAVISTA) - CHOCÓ),16965.275390625,1.0750000476837165,115162.17,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178847,1.0,99369.00850825504,28243.19585536159,115162.17,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,BELLAVISTA (BOJAYÁ - CHOCÓ),16965.275390625,1.075000047683721,129984.5,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178947,1.0,112158.62714675553,31878.330285555265,129984.5,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,LA LOMA DE BOJAYÁ (BOJAYÁ (BELLAVISTA) - CHOCÓ),16965.275390625,1.0750000476837165,17095.74,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178847,1.0,14751.256714899659,4192.681790490223,17095.74,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,LA LOMA DE BOJAYA (BOJAYÁ - CHOCÓ),16965.275390625,1.075000047683721,16062.0,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178947,1.0,13859.28221619645,3939.1599848181027,16062.0,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,NAPIPÍ (BOJAYÁ (BELLAVISTA) - CHOCÓ),16965.275390625,1.0750000476837165,12645.69,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178847,1.0,10911.479674295435,3101.31963817795,12645.69,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,NAPIPI (BOJAYÁ - CHOCÓ),16965.275390625,1.0750000476837172,14850.38,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.2452471662817886,1.0,12813.821904978173,3642.0136132077478,14850.38,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,PIEDRA CANDELA (BOJAYÁ - CHOCÓ),16965.275390625,1.0750000476837178,10689.82,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178878,1.0,9223.83465448519,2621.6480630623914,10689.82,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,POGUE (BOJAYÁ - CHOCÓ),16965.275390625,1.0750000476837198,0.0,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178922,1.0,0.0,0.0,0.0,Solar
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,PUERTO CONTO (BOJAYÁ (BELLAVISTA) - CHOCO),16965.275390625,1.075000047683717,12381.1,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178855,1.0,10683.175136779348,3036.429690451452,12381.1,Biomasa
27,CHOCÓ,27099,BOJAYÁ,6.478,-77.103,PUERTO CONTO (BOJAYÁ - CHOCÓ),16965.275390625,1.075000047683721,16599.5,PALMA DE ACEITE,972.172549366951,0.8628615500060048,0.24524716628178947,1.0,14323.070299324678,4070.9803366945644,16599.5,Biomasa
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,4.249,-76.966,CUCURRUPÍ (EL LITORAL DEL SAN JUAN - CHOCÓ),16107.7412109375,0.925000011920929,3655.77,PALMA DE ACEITE,972.172549366951,0.8192469752684105,0.21102662481087872,1.0,2994.978514776997,771.4648041848661,3655.77,Biomasa
27,CHOCÓ,27250,EL LITORAL DEL SAN JUAN,4.249,-76.966,PAPAYO (EL LITORAL DEL SAN JUAN - CHOCÓ),16107.7412109375,0.925000011920929,5036.71,PALMA DE ACEITE,972.172549366951,0.8192469752684105,0.21102662481087872,1.0,4126.309432804156,1062.879911451201,5036.71,Biomasa
